ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot
G   0.9000  1100.0   9.66586048  2.59e+01   2.63203   2.75906   2.82457   2498.34      0.00   1.2322632e+04   3.0539000e-01  0.00000e+00   3.06743e+09   0.00000e+00   0.00000e+00  -7.46256e+33

G   0.9000  1100.0  12.31696422    0.0010   3.27902   3.50337   3.58063   6563.86   1177.01   1.6520000e+04   2.8439000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -8.84749e+33
G   0.9000  1100.0  12.31696422    0.0015   3.14663   3.31669   3.38498   4950.77    765.84   1.5295111e+04   2.9201000e-01  9.90119e+19   3.32290e+14   6.34822e+17   8.66744e+16  -9.85760e+33
G   0.9000  1100.0  12.31696422    0.0020   3.10364   3.25926   3.32480   4517.41    653.81   1.4897402e+04   2.9448333e-01  5.11989e+19   3.32201e+14   3.28266e+17   4.48192e+16  -1.01856e+34
G   0.9000  1100.0  12.31696422    0.0030   3.06133   3.20491   3.26833   4091.94    545.65   1.4467511e+04   2.9692200e-01  2.41647e+19   3.32024e+14   1.54934e+17   2.11537e+16  -1.05085e+34
G   0.9000  1100.0  12.31696422    0.0050   3.02269   3.15631   3.21796   3707.17    449.57   1.4037224e+04   2.9914444e-01  1.08655e+19   3.31669e+14   6.96652e+16   9.51162e+15  -1.08033e+34
G   0.9000  1100.0  12.31696422    0.0100   2.98320   3.10795   3.16785   3314.00    350.87   1.3547295e+04   3.0141714e-01  3.93183e+18   3.30783e+14   2.52093e+16   3.44190e+15  -1.11046e+34
G   0.9000  1100.0  12.31696422    0.0200   2.95443   3.07354   3.13222   3023.81    277.47   1.3146932e+04   3.0307346e-01  1.51094e+18   3.29027e+14   9.68752e+15   1.32267e+15  -1.13241e+34
G   0.9000  1100.0  12.31696422    0.0300   2.94047   3.05700   3.11507   2891.97    243.87   1.2952803e+04   3.0387690e-01  8.94164e+17   3.27284e+14   5.73301e+15   7.82746e+14  -1.14306e+34
G   0.9000  1100.0  12.31696422    0.0500   2.92500   3.03875   3.09617   2751.91    207.98   1.2737558e+04   3.0476434e-01  4.68846e+17   3.23829e+14   3.00605e+15   4.10425e+14  -1.15486e+34
G   0.9000  1100.0  12.31696422    0.1000   2.91006   3.02153   3.07829   2607.51    150.62   1.2505398e+04   3.0563089e-01  1.30669e+17   3.15474e+14   8.37794e+14   1.14387e+14  -1.16627e+34
G   0.9000  1100.0  12.31696422    0.2000   2.90174   3.01198   3.06840   2521.57    103.93   1.2362064e+04   3.0610383e-01  3.29276e+16   2.99583e+14   2.11118e+14   2.88246e+13  -1.17262e+34
G   0.9000  1100.0  12.31696422    0.5000   2.89909   3.00904   3.06534   2505.44     75.73   1.2334715e+04   3.0626000e-01  1.22928e+16   2.83953e+14   7.88163e+13   1.07611e+13  -1.17464e+34
G   0.9000  1100.0  12.31696422    1.0000   2.89909   3.00904   3.06534   2505.27     74.05   1.2334416e+04   3.0626000e-01  1.19776e+16   2.83792e+14   7.67954e+13   1.04851e+13  -1.17464e+34
G   0.9000  1100.0  12.31696422    2.0000   2.89909   3.00904   3.06534   2504.92     70.68   1.2333819e+04   3.0626000e-01  1.13472e+16   2.83470e+14   7.27535e+13   9.93328e+12  -1.17464e+34
G   0.9000  1100.0  12.31696422    5.0000   2.89909   3.00903   3.06533   2503.86     60.57   1.2332028e+04   3.0626000e-01  9.45601e+15   2.82505e+14   6.06280e+13   8.27773e+12  -1.17464e+34
G   0.9000  1100.0  12.31696422   10.0000   2.89909   3.00902   3.06532   2502.11     43.73   1.2329043e+04   3.0626000e-01  6.30401e+15   2.80896e+14   4.04186e+13   5.51849e+12  -1.17464e+34
G   0.9000  1100.0  12.31696422   20.0000   2.89909   3.00900   3.06530   2498.60     10.04   1.2323073e+04   3.0626000e-01  1.84708e+05   2.77679e+14   1.18427e+03   1.61691e+02  -1.17464e+34
G   0.9000  1100.0  12.31696422  4.86e+04   2.76097   2.87088   2.92718   2499.02      0.00   1.2323803e+04   3.0626000e-01  0.00000e+00   3.90875e+09   0.00000e+00   0.00000e+00  -1.17464e+34

G   0.9000  1100.0  15.69519941    0.0010   3.41311   3.60271   3.66742   6563.86   1222.38   1.6520000e+04   2.8723000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -1.44385e+34
G   0.9000  1100.0  15.69519941    0.0015   3.28771   3.43417   3.49229   4977.04    802.58   1.5318085e+04   2.9386000e-01  1.30362e+20   4.23428e+14   8.44227e+17   1.09338e+17  -1.57922e+34
G   0.9000  1100.0  15.69519941    0.0020   3.24668   3.38152   3.43759   4545.96    687.10   1.4924753e+04   2.9603000e-01  6.83269e+19   4.23315e+14   4.42486e+17   5.73073e+16  -1.62352e+34
G   0.9000  1100.0  15.69519941    0.0030   3.20520   3.32931   3.38341   4133.06    576.94   1.4511001e+04   2.9821600e-01  3.31039e+19   4.23089e+14   2.14381e+17   2.77650e+16  -1.66830e+34
G   0.9000  1100.0  15.69519941    0.0050   3.16705   3.28211   3.33455   3733.81    473.90   1.4068468e+04   3.0023333e-01  1.47248e+19   4.22637e+14   9.53580e+16   1.23500e+16  -1.70949e+34
G   0.9000  1100.0  15.69519941    0.0100   3.12777   3.23462   3.28539   3345.37    372.67   1.3588504e+04   3.0231250e-01  5.50005e+18   4.21509e+14   3.56184e+16   4.61302e+15  -1.75189e+34
G   0.9000  1100.0  15.69519941    0.0200   3.09887   3.20096   3.25073   3045.51    293.19   1.3178132e+04   3.0383500e-01  2.07216e+18   4.19271e+14   1.34194e+16   1.73797e+15  -1.78309e+34
G   0.9000  1100.0  15.69519941    0.0300   3.08502   3.18502   3.23434   2911.10    257.28   1.2981466e+04   3.0456643e-01  1.21923e+18   4.17048e+14   7.89575e+15   1.02260e+15  -1.79804e+34
G   0.9000  1100.0  15.69519941    0.0500   3.06975   3.16753   3.21636   2769.22    219.17   1.2764679e+04   3.0537805e-01  6.36905e+17   4.12646e+14   4.12461e+15   5.34187e+14  -1.81453e+34
G   0.9000  1100.0  15.69519941    0.1000   3.05394   3.14966   3.19799   2615.26    159.92   1.2518130e+04   3.0621021e-01  1.83284e+17   4.01962e+14   1.18695e+15   1.53724e+14  -1.83159e+34
G   0.9000  1100.0  15.69519941    0.2000   3.04567   3.14043   3.18850   2531.13    117.35   1.2378197e+04   3.0664964e-01  5.50900e+16   3.81962e+14   3.56763e+14   4.62052e+13  -1.84052e+34
G   0.9000  1100.0  15.69519941    0.5000   3.04350   3.13800   3.18600   2505.43     76.68   1.2334703e+04   3.0676062e-01  1.46863e+16   3.65069e+14   9.51085e+13   1.23177e+13  -1.84286e+34
G   0.9000  1100.0  15.69519941    1.0000   3.04347   3.13797   3.18596   2505.28     74.97   1.2334433e+04   3.0676215e-01  1.43097e+16   3.64973e+14   9.26698e+13   1.20019e+13  -1.84289e+34
G   0.9000  1100.0  15.69519941    2.0000   3.04341   3.13790   3.18590   2504.96     71.55   1.2333893e+04   3.0676519e-01  1.35566e+16   3.64780e+14   8.77925e+13   1.13702e+13  -1.84296e+34
G   0.9000  1100.0  15.69519941    5.0000   3.04324   3.13772   3.18571   2504.01     61.30   1.2332273e+04   3.0677433e-01  1.12971e+16   3.64202e+14   7.31604e+13   9.47516e+12  -1.84314e+34
G   0.9000  1100.0  15.69519941   10.0000   3.04295   3.13741   3.18539   2502.42     44.22   1.2329573e+04   3.0678955e-01  7.53142e+15   3.63239e+14   4.87736e+13   6.31678e+12  -1.84345e+34
G   0.9000  1100.0  15.69519941   20.0000   3.04238   3.13679   3.18475   2499.24     10.05   1.2324173e+04   3.0682000e-01  2.20670e+05   3.61312e+14   1.42906e+03   1.85080e+02  -1.84407e+34
G   0.9000  1100.0  15.69519941  6.31e+04   2.89486   2.98927   3.03723   2499.63      0.00   1.2324830e+04   3.0682000e-01  0.00000e+00   4.98083e+09   0.00000e+00   0.00000e+00  -1.84407e+34

G   0.9000  1100.0  20.00000000    0.0010   3.54922   3.70906   3.76317   6563.86   1269.78   1.6520000e+04   2.8942000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -2.33482e+34
G   0.9000  1100.0  20.00000000    0.0015   3.43283   3.55789   3.60695   5003.47    841.28   1.5341088e+04   2.9513000e-01  1.71519e+20   5.39564e+14   1.11705e+18   1.78146e+17  -2.51471e+34
G   0.9000  1100.0  20.00000000    0.0020   3.39395   3.50961   3.55716   4569.47    720.70   1.4947166e+04   2.9703000e-01  9.03449e+19   5.39421e+14   5.88385e+17   9.38355e+16  -2.57481e+34
G   0.9000  1100.0  20.00000000    0.0030   3.35404   3.46093   3.50697   4163.56    607.27   1.4542976e+04   2.9898800e-01  4.45090e+19   5.39131e+14   2.89872e+17   4.62287e+16  -2.63649e+34
G   0.9000  1100.0  20.00000000    0.0050   3.31679   3.41628   3.46109   3763.54    500.04   1.4103073e+04   3.0081600e-01  2.00113e+19   5.38555e+14   1.30327e+17   2.07845e+16  -2.69407e+34
G   0.9000  1100.0  20.00000000    0.0100   3.27799   3.37055   3.41409   3383.51    397.80   1.3638067e+04   3.0272056e-01  7.84003e+18   5.37118e+14   5.10594e+16   8.14293e+15  -2.75403e+34
G   0.9000  1100.0  20.00000000    0.0200   3.24883   3.33714   3.37980   3069.19    310.34   1.3211929e+04   3.0414700e-01  2.85868e+18   5.34264e+14   1.86176e+16   2.96913e+15  -2.79910e+34
G   0.9000  1100.0  20.00000000    0.0300   3.23513   3.32156   3.36380   2931.37    271.70   1.3011653e+04   3.0482036e-01  1.66750e+18   5.31433e+14   1.08599e+16   1.73193e+15  -2.82028e+34
G   0.9000  1100.0  20.00000000    0.0500   3.22014   3.30458   3.34636   2787.06    231.03   1.2792467e+04   3.0555350e-01  8.65202e+17   5.25825e+14   5.63477e+15   8.98631e+14  -2.84346e+34
G   0.9000  1100.0  20.00000000    0.1000   3.20360   3.28602   3.32729   2628.24    173.51   1.2539396e+04   3.0636235e-01  2.80033e+17   5.12152e+14   1.82376e+15   2.90852e+14  -2.86901e+34
G   0.9000  1100.0  20.00000000    0.2000   3.19499   3.27649   3.31751   2539.58    125.55   1.2392433e+04   3.0679026e-01  7.73168e+16   4.86594e+14   5.03538e+14   8.03041e+13  -2.88233e+34
G   0.9000  1100.0  20.00000000    0.5000   3.19090   3.27203   3.31292   2506.88     82.75   1.2337160e+04   3.0699000e-01  1.90678e+16   4.46557e+14   1.24182e+14   1.98045e+13  -2.88865e+34
G   0.9000  1100.0  20.00000000    1.0000   3.19090   3.27203   3.31292   2506.88     82.75   1.2337160e+04   3.0699000e-01  1.85789e+16   4.46169e+14   1.20998e+14   1.92967e+13  -2.88865e+34
G   0.9000  1100.0  20.00000000    2.0000   3.19090   3.27203   3.31292   2506.88     82.75   1.2337160e+04   3.0699000e-01  1.76010e+16   4.45394e+14   1.14630e+14   1.82811e+13  -2.88865e+34
G   0.9000  1100.0  20.00000000    5.0000   3.19090   3.27203   3.31292   2506.88     82.75   1.2337160e+04   3.0699000e-01  1.46675e+16   4.43068e+14   9.55246e+13   1.52342e+13  -2.88865e+34
G   0.9000  1100.0  20.00000000   10.0000   3.19090   3.27203   3.31292   2506.88     82.75   1.2337160e+04   3.0699000e-01  9.77835e+15   4.39191e+14   6.36831e+13   1.01562e+13  -2.88865e+34
G   0.9000  1100.0  20.00000000   20.0000   3.19090   3.27203   3.31292   2506.88     82.75   1.2337160e+04   3.0699000e-01  2.86504e+05   4.31437e+14   1.86591e+03   2.97574e+02  -2.88865e+34
G   0.9000  1100.0  20.00000000  3.79e+01   3.03245   3.11358   3.15447   2500.22      0.00   1.2325844e+04   3.0699000e-01  0.00000e+00   6.34694e+09   0.00000e+00   0.00000e+00  -2.88865e+34

G   0.9000  1300.0   0.20000000    0.0010   2.61897   7.18142   9.58168   6563.86    504.46   1.6520000e+04   3.0817000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   2.69994e+31
G   0.9000  1300.0   0.20000000    0.0015   2.06068   5.21334   7.15598   4522.57    296.97   1.4902370e+04   2.8321000e-01  9.63469e+17   5.39564e+12   4.20278e+15   2.83936e+14   1.75063e+31
G   0.9000  1300.0   0.20000000    0.0020   1.93099   4.79465   6.61526   4127.54    256.00   1.4505193e+04   2.7741000e-01  4.67452e+17   5.39419e+12   2.03909e+15   1.37759e+14   1.53010e+31
G   0.9000  1300.0   0.20000000    0.0030   1.80844   4.40578   6.10345   3786.77    219.91   1.4129908e+04   2.7193800e-01  2.23427e+17   5.39133e+12   9.74620e+14   6.58444e+13   1.32173e+31
G   0.9000  1300.0   0.20000000    0.0050   1.69521   4.04881   5.62546   3435.36    180.86   1.3704558e+04   2.6687250e-01  8.99172e+16   5.38553e+12   3.92231e+14   2.64987e+13   1.12918e+31
G   0.9000  1300.0   0.20000000    0.0100   1.60082   3.75161   5.22123   3088.31    139.46   1.3239032e+04   2.6265500e-01  2.84205e+16   5.37124e+12   1.23974e+14   8.37557e+12   9.68682e+30
G   0.9000  1300.0   0.20000000    0.0200   1.53610   3.54969   4.94222   2859.21    108.14   1.2903303e+04   2.5976316e-01  9.56889e+15   5.34275e+12   4.17407e+13   2.81996e+12   8.58644e+30
G   0.9000  1300.0   0.20000000    0.0300   1.51187   3.47534   4.83817   2763.03     88.32   1.2754994e+04   2.5867323e-01  4.20437e+15   5.31491e+12   1.83400e+13   1.23903e+12   8.17428e+30
G   0.9000  1300.0   0.20000000    0.0500   1.49433   3.42278   4.76384   2703.76     68.38   1.2661320e+04   2.5789597e-01  1.56605e+15   5.26740e+12   6.83131e+12   4.61517e+11   7.87623e+30
G   0.9000  1300.0   0.20000000    0.1000   1.47522   3.36871   4.68572   2679.12     52.09   1.2621874e+04   2.5703947e-01  5.99006e+14   5.12737e+12   2.61294e+12   1.76528e+11   7.55124e+30
G   0.9000  1300.0   0.20000000    0.2000   1.47329   3.36279   4.67736   2671.31     41.59   1.2609288e+04   2.5694979e-01  3.19978e+14   5.09486e+12   1.39578e+12   9.42978e+10   7.51830e+30
G   0.9000  1300.0   0.20000000    0.5000   1.47327   3.36273   4.67729   2671.22     41.12   1.2609151e+04   2.5694903e-01  3.15129e+14   5.09454e+12   1.37464e+12   9.28691e+10   7.51802e+30
G   0.9000  1300.0   0.20000000    1.0000   1.47324   3.36265   4.67717   2671.08     40.32   1.2608924e+04   2.5694778e-01  3.07049e+14   5.09401e+12   1.33939e+12   9.04878e+10   7.51757e+30
G   0.9000  1300.0   0.20000000    2.0000   1.47319   3.36248   4.67693   2670.80     38.72   1.2608471e+04   2.5694526e-01  2.90889e+14   5.09294e+12   1.26889e+12   8.57253e+10   7.51666e+30
G   0.9000  1300.0   0.20000000    5.0000   1.47303   3.36197   4.67622   2669.96     33.93   1.2607109e+04   2.5693772e-01  2.42407e+14   5.08976e+12   1.05741e+12   7.14378e+10   7.51392e+30
G   0.9000  1300.0   0.20000000   10.0000   1.47276   3.36113   4.67504   2668.55     25.95   1.2604840e+04   2.5692514e-01  1.61605e+14   5.08445e+12   7.04941e+11   4.76252e+10   7.50937e+30
G   0.9000  1300.0   0.20000000   20.0000   1.47222   3.35944   4.67267   2665.74      9.99   1.2600301e+04   2.5690000e-01  4.37950e+03   5.07384e+12   1.91038e+01   1.29065e+00   7.50026e+30
G   0.9000  1300.0   0.20000000  4.61e+02   1.36918   3.25640   4.56963   2666.13      0.00   1.2600942e+04   2.5690000e-01  0.00000e+00   6.34694e+07   0.00000e+00   0.00000e+00   7.50026e+30

G   0.9000  1300.0   0.25485500    0.0010   2.70072   6.99710   9.22878   6563.86    521.76   1.6520000e+04   2.9785000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   3.25689e+31
G   0.9000  1300.0   0.25485500    0.0015   2.06604   4.89223   6.61343   4514.83    310.36   1.4894919e+04   2.7446500e-01  1.15471e+18   6.87553e+12   5.04743e+15   8.06462e+14   1.96095e+31
G   0.9000  1300.0   0.25485500    0.0020   1.93519   4.47350   6.07189   4100.11    265.35   1.4476197e+04   2.6964000e-01  5.41629e+17   6.87370e+12   2.36755e+15   3.78278e+14   1.69378e+31
G   0.9000  1300.0   0.25485500    0.0030   1.81243   4.08831   5.56384   3746.55    226.09   1.4083334e+04   2.6512000e-01  2.50630e+17   6.87003e+12   1.09554e+15   1.75042e+14   1.44311e+31
G   0.9000  1300.0   0.25485500    0.0050   1.70128   3.74192   5.09898   3408.18    186.45   1.3669833e+04   2.6102429e-01  1.02281e+17   6.86266e+12   4.47084e+14   7.14336e+13   1.21617e+31
G   0.9000  1300.0   0.25485500    0.0100   1.61299   3.46439   4.72189   3047.28    139.69   1.3180660e+04   2.5777333e-01  2.90536e+16   6.84442e+12   1.26998e+14   2.02913e+13   1.03591e+31
G   0.9000  1300.0   0.25485500    0.0200   1.55444   3.28762   4.47606   2864.19    113.61   1.2910866e+04   2.5561552e-01  1.19169e+16   6.80914e+12   5.20908e+13   8.32289e+12   9.16360e+30
G   0.9000  1300.0   0.25485500    0.0300   1.52602   3.20307   4.35704   2768.08     93.18   1.2762891e+04   2.5456693e-01  5.28717e+15   6.77224e+12   2.31110e+13   3.69260e+12   8.58319e+30
G   0.9000  1300.0   0.25485500    0.0500   1.50887   3.15087   4.28374   2692.42     64.01   1.2643202e+04   2.5393771e-01  1.29702e+15   6.70551e+12   5.66946e+12   9.05847e+11   8.23296e+30
G   0.9000  1300.0   0.25485500    0.1000   1.50443   3.13732   4.26467   2671.32     41.46   1.2609316e+04   2.5376996e-01  3.48372e+14   6.63701e+12   1.52279e+12   2.43306e+11   8.14224e+30
G   0.9000  1300.0   0.25485500    0.2000   1.50442   3.13730   4.26465   2671.30     41.30   1.2609278e+04   2.5376981e-01  3.46621e+14   6.63689e+12   1.51514e+12   2.42083e+11   8.14214e+30
G   0.9000  1300.0   0.25485500    0.5000   1.50441   3.13726   4.26459   2671.23     40.83   1.2609163e+04   2.5376936e-01  3.41369e+14   6.63653e+12   1.49218e+12   2.38415e+11   8.14184e+30
G   0.9000  1300.0   0.25485500    1.0000   1.50439   3.13718   4.26449   2671.11     40.04   1.2608973e+04   2.5376861e-01  3.32616e+14   6.63593e+12   1.45392e+12   2.32302e+11   8.14135e+30
G   0.9000  1300.0   0.25485500    2.0000   1.50434   3.13704   4.26428   2670.87     38.45   1.2608591e+04   2.5376710e-01  3.15110e+14   6.63473e+12   1.37740e+12   2.20076e+11   8.14037e+30
G   0.9000  1300.0   0.25485500    5.0000   1.50419   3.13659   4.26366   2670.17     33.71   1.2607447e+04   2.5376258e-01  2.62592e+14   6.63114e+12   1.14783e+12   1.83396e+11   8.13742e+30
G   0.9000  1300.0   0.25485500   10.0000   1.50395   3.13586   4.26263   2668.98     25.81   1.2605540e+04   2.5375506e-01  1.75061e+14   6.62515e+12   7.65220e+11   1.22264e+11   8.13251e+30
G   0.9000  1300.0   0.25485500   20.0000   1.50347   3.13438   4.26056   2666.62     10.00   1.2601725e+04   2.5374000e-01  4.74412e+03   6.61318e+12   2.07375e+01   3.31335e+00   8.12269e+30
G   0.9000  1300.0   0.25485500  7.82e+02   1.40101   3.03192   4.15810   2667.03      0.00   1.2602393e+04   2.5374000e-01  0.00000e+00   8.08775e+07   0.00000e+00   0.00000e+00   8.12269e+30

G   0.9000  1300.0   0.32475535    0.0010   2.73483   6.70376   8.73278   6563.86    544.00   1.6520000e+04   2.8462000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   3.84924e+31
G   0.9000  1300.0   0.32475535    0.0015   2.04588   4.50476   5.98132   4507.08    326.72   1.4887467e+04   2.6729000e-01  1.38986e+18   8.76129e+12   6.17006e+15   1.33931e+15   2.07790e+31
G   0.9000  1300.0   0.32475535    0.0020   1.92106   4.09874   5.45711   4050.47    273.75   1.4423190e+04   2.6415333e-01  6.04367e+17   8.75898e+12   2.68299e+15   5.82387e+14   1.75699e+31
G   0.9000  1300.0   0.32475535    0.0030   1.80967   3.74643   4.99282   3683.15    230.06   1.4008852e+04   2.6135000e-01  2.67800e+17   8.75430e+12   1.18886e+15   2.58061e+14   1.47059e+31
G   0.9000  1300.0   0.32475535    0.0050   1.71125   3.44140   4.58310   3364.95    190.40   1.3614020e+04   2.5887750e-01  1.12543e+17   8.74493e+12   4.99617e+14   1.08450e+14   1.21755e+31
G   0.9000  1300.0   0.32475535    0.0100   1.62800   3.18758   4.23611   3034.71    144.24   1.3162623e+04   2.5678538e-01  3.36594e+16   8.72172e+12   1.49426e+14   3.24353e+13   1.00350e+31
G   0.9000  1300.0   0.32475535    0.0200   1.57298   3.02112   4.00543   2822.75    110.46   1.2847613e+04   2.5539847e-01  1.09437e+16   8.67545e+12   4.85828e+13   1.05457e+13   8.62044e+30
G   0.9000  1300.0   0.32475535    0.0300   1.55442   2.96518   3.92733   2733.79     86.31   1.2709008e+04   2.5493352e-01  4.13928e+15   8.63068e+12   1.83757e+13   3.98874e+12   8.14335e+30
G   0.9000  1300.0   0.32475535    0.0500   1.54400   2.93391   3.88350   2682.20     57.33   1.2626809e+04   2.5466924e-01  9.75745e+14   8.54924e+12   4.33166e+12   9.40258e+11   7.87538e+30
G   0.9000  1300.0   0.32475535    0.1000   1.54166   2.92695   3.87369   2671.32     41.15   1.2609316e+04   2.5460997e-01  3.86951e+14   8.48634e+12   1.71781e+12   3.72878e+11   7.81502e+30
G   0.9000  1300.0   0.32475535    0.2000   1.54165   2.92693   3.87368   2671.30     40.99   1.2609285e+04   2.5460987e-01  3.85007e+14   8.48617e+12   1.70918e+12   3.71005e+11   7.81490e+30
G   0.9000  1300.0   0.32475535    0.5000   1.54164   2.92689   3.87362   2671.25     40.52   1.2609191e+04   2.5460957e-01  3.79173e+14   8.48564e+12   1.68328e+12   3.65383e+11   7.81456e+30
G   0.9000  1300.0   0.32475535    1.0000   1.54162   2.92683   3.87353   2671.15     39.74   1.2609035e+04   2.5460906e-01  3.69451e+14   8.48477e+12   1.64012e+12   3.56015e+11   7.81398e+30
G   0.9000  1300.0   0.32475535    2.0000   1.54157   2.92670   3.87334   2670.96     38.18   1.2608722e+04   2.5460806e-01  3.50006e+14   8.48302e+12   1.55380e+12   3.37277e+11   7.81283e+30
G   0.9000  1300.0   0.32475535    5.0000   1.54144   2.92630   3.87278   2670.37     33.48   1.2607785e+04   2.5460505e-01  2.91672e+14   8.47778e+12   1.29483e+12   2.81064e+11   7.80936e+30
G   0.9000  1300.0   0.32475535   10.0000   1.54121   2.92564   3.87185   2669.41     25.66   1.2606223e+04   2.5460003e-01  1.94448e+14   8.46904e+12   8.63220e+11   1.87376e+11   7.80359e+30
G   0.9000  1300.0   0.32475535   20.0000   1.54076   2.92432   3.86998   2667.47     10.01   1.2603099e+04   2.5459000e-01  5.26956e+03   8.45155e+12   2.33933e+01   5.07788e+00   7.79206e+30
G   0.9000  1300.0   0.32475535  1.17e+03   1.44008   2.82364   3.76930   2667.89      0.00   1.2603776e+04   2.5459000e-01  0.00000e+00   1.03060e+08   0.00000e+00   0.00000e+00   7.79206e+30

G   0.9000  1300.0   0.41382762    0.0010   2.67275   6.19222   7.95203   6563.86    576.29   1.6520000e+04   2.6575000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   4.37564e+31
G   0.9000  1300.0   0.41382762    0.0015   2.03506   4.13922   5.37954   4538.14    349.60   1.4917287e+04   2.6083000e-01  1.80163e+18   1.11643e+13   8.13963e+15   2.39866e+15   2.13764e+31
G   0.9000  1300.0   0.41382762    0.0020   1.91399   3.74409   4.86925   4039.30    288.10   1.4411170e+04   2.5989000e-01  7.35542e+17   1.11613e+13   3.32312e+15   9.79290e+14   1.71272e+31
G   0.9000  1300.0   0.41382762    0.0030   1.81204   3.42283   4.44539   3663.12    240.50   1.3985046e+04   2.5910500e-01  3.20465e+17   1.11554e+13   1.44784e+15   4.26663e+14   1.35496e+31
G   0.9000  1300.0   0.41382762    0.0050   1.72214   3.14651   4.07379   3361.27    201.31   1.3609222e+04   2.5840818e-01  1.42272e+17   1.11435e+13   6.42774e+14   1.89419e+14   1.03943e+31
G   0.9000  1300.0   0.41382762    0.0100   1.64955   2.92353   3.77033   2994.16    144.66   1.3103959e+04   2.5784917e-01  3.49855e+16   1.11138e+13   1.58062e+14   4.65792e+13   7.84681e+30
G   0.9000  1300.0   0.41382762    0.0200   1.60780   2.79789   3.59682   2790.41    107.78   1.2797676e+04   2.5752819e-01  1.04578e+16   1.10552e+13   4.72478e+13   1.39234e+13   6.38168e+30
G   0.9000  1300.0   0.41382762    0.0300   1.59416   2.75790   3.54091   2720.59     84.84   1.2688108e+04   2.5742225e-01  4.11494e+15   1.09989e+13   1.85910e+13   5.47857e+12   5.90295e+30
G   0.9000  1300.0   0.41382762    0.0500   1.58633   2.73499   3.50880   2678.77     55.20   1.2621302e+04   2.5735949e-01  9.45866e+14   1.08961e+13   4.27335e+12   1.25931e+12   5.62801e+30
G   0.9000  1300.0   0.41382762    0.1000   1.58494   2.73095   3.50313   2671.32     40.73   1.2609317e+04   2.5734998e-01  4.43695e+14   1.08357e+13   2.00458e+12   5.90730e+11   5.57934e+30
G   0.9000  1300.0   0.41382762    0.2000   1.58494   2.73094   3.50311   2671.31     40.58   1.2609293e+04   2.5734993e-01  4.41466e+14   1.08355e+13   1.99451e+12   5.87761e+11   5.57923e+30
G   0.9000  1300.0   0.41382762    0.5000   1.58493   2.73091   3.50308   2671.26     40.12   1.2609219e+04   2.5734978e-01  4.34777e+14   1.08348e+13   1.96429e+12   5.78856e+11   5.57891e+30
G   0.9000  1300.0   0.41382762    1.0000   1.58491   2.73087   3.50301   2671.19     39.35   1.2609096e+04   2.5734953e-01  4.23629e+14   1.08337e+13   1.91392e+12   5.64013e+11   5.57838e+30
G   0.9000  1300.0   0.41382762    2.0000   1.58488   2.73078   3.50289   2671.03     37.80   1.2608850e+04   2.5734903e-01  4.01333e+14   1.08315e+13   1.81319e+12   5.34328e+11   5.57731e+30
G   0.9000  1300.0   0.41382762    5.0000   1.58479   2.73051   3.50252   2670.58     33.17   1.2608112e+04   2.5734752e-01  3.34444e+14   1.08249e+13   1.51099e+12   4.45274e+11   5.57411e+30
G   0.9000  1300.0   0.41382762   10.0000   1.58464   2.73007   3.50190   2669.81     25.45   1.2606883e+04   2.5734502e-01  2.22963e+14   1.08139e+13   1.00733e+12   2.96849e+11   5.56878e+30
G   0.9000  1300.0   0.41382762   20.0000   1.58433   2.72919   3.50066   2668.29     10.01   1.2604424e+04   2.5734000e-01  6.04225e+03   1.07918e+13   2.72986e+01   8.04456e+00   5.55812e+30
G   0.9000  1300.0   0.41382762  1.68e+03   1.48447   2.62933   3.40080   2668.72      0.00   1.2605117e+04   2.5734000e-01  0.00000e+00   1.31327e+08   0.00000e+00   0.00000e+00   5.55812e+30

G   0.9000  1300.0   0.52733018    0.0010   2.59637   5.63217   7.11243   6563.86    618.25   1.6520000e+04   2.4548000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   5.12148e+31
G   0.9000  1300.0   0.52733018    0.0015   2.05599   3.84819   4.88129   4617.01    379.31   1.4992098e+04   2.5514000e-01  2.54703e+18   1.42264e+13   1.16587e+16   3.94918e+15   2.21413e+31
G   0.9000  1300.0   0.52733018    0.0020   1.94506   3.48578   4.41473   4086.49    309.90   1.4461721e+04   2.5712000e-01  1.01649e+18   1.42226e+13   4.65285e+15   1.57607e+15   1.61730e+31
G   0.9000  1300.0   0.52733018    0.0030   1.85269   3.19675   4.03448   3692.62    257.04   1.4020068e+04   2.5877000e-01  4.36864e+17   1.42150e+13   1.99969e+15   6.77360e+14   1.12032e+31
